NAME STAND
FRAMES 8
0 300 22 17
0 6 22 17
0 300 22 17
0 6 22 17
0 300 22 17
0 6 22 17
0 6 22 17
0 6 22 17
NAME WALK
FRAMES 20
0 7 22 17
0 7 20 17
0 7 18 16
0 7 20 17
0 7 22 17
0 7 20 17
0 7 18 16
0 7 20 17
0 7 22 17
0 7 20 17
0 7 18 16
0 7 20 17
0 7 22 17
0 7 20 17
0 7 18 16
0 7 20 17
0 7 22 17
0 7 20 17
0 7 18 16
0 7 20 17
NAME ATTACK_1
FRAMES 4
1 2 13 0
2 4 13 0
3 2 13 0
4 2 13 0
NAME BLOCK
FRAMES 1
0 2 0 0
NAME DIE
FRAMES 8
0 7 19 25
0 7 19 25
0 7 19 25
0 7 19 25
0 7 19 25
0 7 19 25
0 7 19 25
0 7 19 25
