MAP_NAME map06
REMOVE_ENTITY
REMOVE_TRIGGER
ADD_ENTITY
{
TYPE WEAK_WALL
NAME wall/fortress_weak_wall
X 1248
Y 5024
START_X 1248
START_Y 5024
END_X 1248
END_Y 5024
DIR_X 0.00
DIR_Y 0.00
MAX_THINKTIME 0
THINKTIME 0
MENTAL 0
HEALTH 10
DAMAGE 0
SPAWNTIME 0
SPEED 0.00
WEIGHT 1.00
OBJECTIVE_NAME SEWER_ENTRANCE
REQUIRES weapon/pickaxe
ACTIVE TRUE
FACE LEFT
}

{
TYPE TRIGGER
TRIGGER_NAME SEWER_ENTRANCE
TRIGGER_COUNT 0
TRIGGER_TOTAL 1
TRIGGER_TYPE ACTIVATE_ENTITY
TRIGGER_TARGET the Sewer
}
MAP_NAME map09
REMOVE_ENTITY
REMOVE_TRIGGER
ADD_ENTITY
{
TYPE ENEMY
NAME enemy/dark_summoner
X 7527
Y 9260
START_X 7527
START_Y 9260
END_X 7527
END_Y 9260
DIR_X 0.00
DIR_Y 0.00
MAX_THINKTIME 0
THINKTIME 0
MENTAL 0
HEALTH 120
DAMAGE 1
SPAWNTIME 0
SPEED 2.00
WEIGHT 1.00
OBJECTIVE_NAME STUDY_SUMMONER
REQUIRES large_red_spider|red_sludge|whirlwind|dragon_fly
ACTIVE TRUE
FACE LEFT
}

{
TYPE TRIGGER
TRIGGER_NAME STUDY_SUMMONER
TRIGGER_COUNT 0
TRIGGER_TOTAL 1
TRIGGER_TYPE ACTIVATE_ENTITY
TRIGGER_TARGET the Study
}
MAP_NAME map21
REMOVE_ENTITY CRYPT_SKULL_DOOR 0 0
REMOVE_TRIGGER CRYPT_SKULL_DOOR
ADD_ENTITY
{
TYPE ENEMY
NAME enemy/skull_door
X 2829
Y 480
START_X 2829
START_Y 480
END_X 2829
END_Y 480
DIR_X 0.00
DIR_Y 0.00
MAX_THINKTIME 0
THINKTIME 0
MENTAL 0
HEALTH 200
DAMAGE 0
SPAWNTIME 0
SPEED 0.00
WEIGHT 1.00
OBJECTIVE_NAME CRYPT_SKULL_DOOR
REQUIRES 
ACTIVE TRUE
FACE LEFT
}

{
TYPE TRIGGER
TRIGGER_NAME CRYPT_SKULL_DOOR
TRIGGER_COUNT 0
TRIGGER_TOTAL 1
TRIGGER_TYPE ACTIVATE_ENTITY
TRIGGER_TARGET the Crypt
}
