gfx/edgar/edgar_stand00.png 3 0 26 54
gfx/edgar/edgar_stand01.png 3 0 26 54
gfx/edgar/edgar_stand02.png 3 0 26 54
gfx/edgar/edgar_walk00.png 3 0 26 54
gfx/edgar/edgar_walk01.png 3 0 26 54
gfx/edgar/edgar_walk02.png 3 0 26 54
gfx/edgar/edgar_walk03.png 3 0 26 54
gfx/edgar/edgar_walk04.png 3 0 26 54
gfx/edgar/edgar_attack00.png 0 26 54
gfx/edgar/edgar_attack01.png 0 26 54
gfx/edgar/edgar_block.png 0 26 54
gfx/edgar/edgar_die00.png 3 10 33 44
gfx/edgar/edgar_die01.png 3 10 33 44
gfx/edgar/edgar_die02.png 3 10 33 44
gfx/edgar/edgar_die03.png 3 10 33 44
gfx/edgar/edgar_die04.png 3 10 33 44
gfx/edgar/edgar_die05.png 3 10 33 44
gfx/edgar/edgar_die06.png 3 10 33 44
gfx/edgar/edgar_die07.png 3 10 33 44
