ACTIVATE_OBJECTIVE EVIL_EDGAR_1
SET BASEMENT_LEFT_LIFT PROPERTY Y 13312
SET BASEMENT_LEFT_LIFT PROPERTY HEALTH 0
MUSIC FADE_DOWN 2000
WAIT 120
SET Edgar FACE LEFT
TALK Edgar What the?!
FOLLOW EVIL_EDGAR_1
CAMERA_SPEED 5
WAIT 180
CAMERA_SPEED -1
WALK_TO EVIL_EDGAR_1 5443 13258 WAIT
WAIT 30
ACTIVATE_OBJECTIVE_WITH_VALUE BASEMENT_LEFT_LIFT 2
WAIT 240
WALK_TO EVIL_EDGAR_1 5990 12490 WAIT
WAIT 30
FOLLOW NONE
ACTIVATE_REQUIRED EVIL_EDGAR_DOOR
WAIT 60
WALK_TO_RELATIVE EVIL_EDGAR_1 640 0 WAIT
FOLLOW EDGAR
CAMERA_SPEED 5
WAIT 210
TALK Edgar He looks just like me
TALK Edgar AND HE HAS MY FIRE SHIELD!!
CAMERA_SPEED -1
MUSIC START
KILL EVIL_EDGAR_1
