gfx/enemy/whirlwind/whirlwind00.png 9 0 40 55
gfx/enemy/whirlwind/whirlwind01.png 9 0 40 55
gfx/enemy/whirlwind/whirlwind02.png 9 0 40 55
gfx/enemy/whirlwind/whirlwind03.png 9 0 40 55
gfx/enemy/whirlwind/whirlwind04.png 9 0 40 55
gfx/enemy/whirlwind/whirlwind05.png 9 0 40 55
gfx/enemy/whirlwind/whirlwind06.png 9 0 40 55
gfx/enemy/whirlwind/whirlwind07.png 9 0 40 55
gfx/enemy/whirlwind/whirlwind08.png 9 0 40 55
gfx/enemy/whirlwind/whirlwind09.png 9 0 40 55
gfx/enemy/whirlwind/whirlwind10.png 9 0 40 55
gfx/enemy/whirlwind/whirlwind11.png 9 0 40 55
