gfx/enemy/scorpion/scorpion00.png 0 2 75 51
gfx/enemy/scorpion/scorpion01.png 0 2 75 51
gfx/enemy/scorpion/scorpion02.png 0 2 75 51
gfx/enemy/scorpion/scorpion03.png 0 2 75 51
gfx/enemy/scorpion/scorpion04.png 0 2 75 51
gfx/enemy/scorpion/scorpion05.png 0 2 75 51
gfx/enemy/scorpion/scorpion06.png 0 2 75 51
gfx/enemy/scorpion/scorpion07.png 0 2 75 51
gfx/enemy/scorpion/scorpion_stand00.png 0 2 75 51
gfx/enemy/scorpion/scorpion_stand01.png 0 1 75 52
gfx/enemy/scorpion/scorpion_stand02.png 0 0 75 53
gfx/enemy/scorpion/scorpion_attack00.png 0 0 75 53
gfx/enemy/scorpion/scorpion_attack01.png
