NAME STAND_1
FRAMES 1
0 30000 0 0
NAME WALK_1
FRAMES 16
1 8 0 0
2 8 0 0
3 8 0 0
4 8 0 0
5 8 0 0
6 8 0 0
7 8 0 0
8 8 0 0
1 8 0 0
2 8 0 0
3 8 0 0
4 8 0 0
5 8 0 0
6 8 0 0
7 8 0 0
9 8 0 0
NAME STAND_2
FRAMES 1
10 30000 0 0
NAME WALK_2
FRAMES 16
11 8 0 0
12 8 0 0
13 8 0 0
14 8 0 0
15 8 0 0
16 8 0 0
17 8 0 0
18 8 0 0
11 8 0 0
12 8 0 0
13 8 0 0
14 8 0 0
15 8 0 0
16 8 0 0
17 8 0 0
19 8 0 0
NAME STAND_3
FRAMES 1
20 30000 0 0
NAME WALK_3
FRAMES 16
21 8 0 0
22 8 0 0
23 8 0 0
24 8 0 0
25 8 0 0
26 8 0 0
27 8 0 0
28 8 0 0
21 8 0 0
22 8 0 0
23 8 0 0
24 8 0 0
25 8 0 0
26 8 0 0
27 8 0 0
29 8 0 0
NAME GLOW_STAND
FRAMES 1
30 30000 0 0
NAME GLOW_WALK
FRAMES 16
31 8 0 0
32 8 0 0
33 8 0 0
34 8 0 0
35 8 0 0
36 8 0 0
37 8 0 0
38 8 0 0
31 8 0 0
32 8 0 0
33 8 0 0
34 8 0 0
35 8 0 0
36 8 0 0
37 8 0 0
39 8 0 0
