NAME 1
FRAMES 10
0 7 116 34
1 7 116 34
2 7 116 34
3 7 116 34
4 7 116 34
5 7 116 34
6 7 116 34
7 7 116 34
8 7 116 34
9 7 116 34
NAME 2
FRAMES 10
0 7 80 61
1 7 80 61
2 7 80 61
3 7 80 61
4 7 80 61
5 7 80 61
6 7 80 61
7 7 80 61
8 7 80 61
9 7 80 61
NAME 3
FRAMES 10
0 7 106 94
1 7 106 94
2 7 106 94
3 7 106 94
4 7 106 94
5 7 106 94
6 7 106 94
7 7 106 94
8 7 106 94
9 7 106 94
NAME 4
FRAMES 10
0 7 142 121
1 7 142 121
2 7 142 121
3 7 142 121
4 7 142 121
5 7 142 121
6 7 142 121
7 7 142 121
8 7 142 121
9 7 142 121
NAME 5
FRAMES 10
0 7 73 133
1 7 73 133
2 7 73 133
3 7 73 133
4 7 73 133
5 7 73 133
6 7 73 133
7 7 73 133
8 7 73 133
9 7 73 133
NAME 6
FRAMES 10
0 7 71 184
1 7 71 184
2 7 71 184
3 7 71 184
4 7 71 184
5 7 71 184
6 7 71 184
7 7 71 184
8 7 71 184
9 7 71 184
NAME 7
FRAMES 10
0 7 71 184
1 7 71 184
2 7 71 184
3 7 71 184
4 7 71 184
5 7 71 184
6 7 71 184
7 7 71 184
8 7 71 184
9 7 71 184
NAME 8
FRAMES 10
0 7 143 172
1 7 143 172
2 7 143 172
3 7 143 172
4 7 143 172
5 7 143 172
6 7 143 172
7 7 143 172
8 7 143 172
9 7 143 172
NAME 9
FRAMES 10
0 7 112 200
1 7 112 200
2 7 112 200
3 7 112 200
4 7 112 200
5 7 112 200
6 7 112 200
7 7 112 200
8 7 112 200
9 7 112 200
NAME 10
FRAMES 10
0 7 91 255
1 7 91 255
2 7 91 255
3 7 91 255
4 7 91 255
5 7 91 255
6 7 91 255
7 7 91 255
8 7 91 255
9 7 91 255
NAME 11
FRAMES 10
0 7 162 260
1 7 162 260
2 7 162 260
3 7 162 260
4 7 162 260
5 7 162 260
6 7 162 260
7 7 162 260
8 7 162 260
9 7 162 260
NAME 12
FRAMES 10
0 7 57 292
1 7 57 292
2 7 57 292
3 7 57 292
4 7 57 292
5 7 57 292
6 7 57 292
7 7 57 292
8 7 57 292
9 7 57 292
NAME 13
FRAMES 10
0 7 107 328
1 7 107 328
2 7 107 328
3 7 107 328
4 7 107 328
5 7 107 328
6 7 107 328
7 7 107 328
8 7 107 328
9 7 107 328
NAME 14
FRAMES 10
0 7 169 333
1 7 169 333
2 7 169 333
3 7 169 333
4 7 169 333
5 7 169 333
6 7 169 333
7 7 169 333
8 7 169 333
9 7 169 333
NAME 15
FRAMES 10
0 7 184 396
1 7 184 396
2 7 184 396
3 7 184 396
4 7 184 396
5 7 184 396
6 7 184 396
7 7 184 396
8 7 184 396
9 7 184 396
NAME 16
FRAMES 10
0 7 130 409
1 7 130 409
2 7 130 409
3 7 130 409
4 7 130 409
5 7 130 409
6 7 130 409
7 7 130 409
8 7 130 409
9 7 130 409
NAME 17
FRAMES 10
0 7 74 391
1 7 74 391
2 7 74 391
3 7 74 391
4 7 74 391
5 7 74 391
6 7 74 391
7 7 74 391
8 7 74 391
9 7 74 391
NAME 18
FRAMES 10
0 7 41 351
1 7 41 351
2 7 41 351
3 7 41 351
4 7 41 351
5 7 41 351
6 7 41 351
7 7 41 351
8 7 41 351
9 7 41 351
NAME 19
FRAMES 10
0 7 27 409
1 7 27 409
2 7 27 409
3 7 27 409
4 7 27 409
5 7 27 409
6 7 27 409
7 7 27 409
8 7 27 409
9 7 27 409
NAME 20
FRAMES 10
0 7 147 364
1 7 147 364
2 7 147 364
3 7 147 364
4 7 147 364
5 7 147 364
6 7 147 364
7 7 147 364
8 7 147 364
9 7 147 364
NAME 21
FRAMES 10
10 7 116 34
11 7 116 34
12 7 116 34
13 7 116 34
14 7 116 34
15 7 116 34
16 7 116 34
17 7 116 34
18 7 116 34
19 7 116 34
NAME 22
FRAMES 10
10 7 80 61
11 7 80 61
12 7 80 61
13 7 80 61
14 7 80 61
15 7 80 61
16 7 80 61
17 7 80 61
18 7 80 61
19 7 80 61
NAME 23
FRAMES 10
10 7 106 94
11 7 106 94
12 7 106 94
13 7 106 94
14 7 106 94
15 7 106 94
16 7 106 94
17 7 106 94
18 7 106 94
19 7 106 94
NAME 24
FRAMES 10
10 7 142 121
11 7 142 121
12 7 142 121
13 7 142 121
14 7 142 121
15 7 142 121
16 7 142 121
17 7 142 121
18 7 142 121
19 7 142 121
NAME 25
FRAMES 10
10 7 73 133
11 7 73 133
12 7 73 133
13 7 73 133
14 7 73 133
15 7 73 133
16 7 73 133
17 7 73 133
18 7 73 133
19 7 73 133
NAME 26
FRAMES 10
10 7 71 184
11 7 71 184
12 7 71 184
13 7 71 184
14 7 71 184
15 7 71 184
16 7 71 184
17 7 71 184
18 7 71 184
19 7 71 184
NAME 27
FRAMES 10
10 7 71 184
11 7 71 184
12 7 71 184
13 7 71 184
14 7 71 184
15 7 71 184
16 7 71 184
17 7 71 184
18 7 71 184
19 7 71 184
NAME 28
FRAMES 10
10 7 143 172
11 7 143 172
12 7 143 172
13 7 143 172
14 7 143 172
15 7 143 172
16 7 143 172
17 7 143 172
18 7 143 172
19 7 143 172
NAME 29
FRAMES 10
10 7 112 200
11 7 112 200
12 7 112 200
13 7 112 200
14 7 112 200
15 7 112 200
16 7 112 200
17 7 112 200
18 7 112 200
19 7 112 200
NAME 30
FRAMES 10
10 7 91 255
11 7 91 255
12 7 91 255
13 7 91 255
14 7 91 255
15 7 91 255
16 7 91 255
17 7 91 255
18 7 91 255
19 7 91 255
NAME 31
FRAMES 10
10 7 162 260
11 7 162 260
12 7 162 260
13 7 162 260
14 7 162 260
15 7 162 260
16 7 162 260
17 7 162 260
18 7 162 260
19 7 162 260
NAME 32
FRAMES 10
10 7 57 292
11 7 57 292
12 7 57 292
13 7 57 292
14 7 57 292
15 7 57 292
16 7 57 292
17 7 57 292
18 7 57 292
19 7 57 292
NAME 33
FRAMES 10
10 7 107 328
11 7 107 328
12 7 107 328
13 7 107 328
14 7 107 328
15 7 107 328
16 7 107 328
17 7 107 328
18 7 107 328
19 7 107 328
NAME 34
FRAMES 10
10 7 169 333
11 7 169 333
12 7 169 333
13 7 169 333
14 7 169 333
15 7 169 333
16 7 169 333
17 7 169 333
18 7 169 333
19 7 169 333
NAME 35
FRAMES 10
10 7 184 396
11 7 184 396
12 7 184 396
13 7 184 396
14 7 184 396
15 7 184 396
16 7 184 396
17 7 184 396
18 7 184 396
19 7 184 396
