ACTIVATE_OBJECTIVE Outskirts-Fortress
ADD ENTITY WEAK_WALL wall/drawbridge_down "BRIDGE_PIECE_1" 352 4320
ADD ENTITY WEAK_WALL wall/drawbridge_down "BRIDGE_PIECE_2" 416 4320
ADD ENTITY WEAK_WALL wall/drawbridge_down "BRIDGE_PIECE_3" 480 4320
ADD ENTITY WEAK_WALL wall/drawbridge_down "BRIDGE_PIECE_4" 544 4320
ADD ENTITY WEAK_WALL wall/drawbridge_down "BRIDGE_PIECE_5" 608 4320
ADD ENTITY WEAK_WALL wall/drawbridge_down "BRIDGE_PIECE_6" 672 4320
ADD ENTITY WEAK_WALL wall/drawbridge_down "BRIDGE_PIECE_7" 736 4320
ADD ENTITY WEAK_WALL wall/drawbridge_down "BRIDGE_PIECE_8" 800 4320
ADD ENTITY WEAK_WALL wall/drawbridge_down "BRIDGE_PIECE_9" 864 4320
ADD ENTITY WEAK_WALL wall/drawbridge_down "BRIDGE_PIECE_10" 928 4320
ADD ENTITY WEAK_WALL wall/drawbridge_down "BRIDGE_PIECE_11" 992 4320
ADD ENTITY WEAK_WALL wall/drawbridge_down "BRIDGE_PIECE_12" 1056 4320
ADD ENTITY WEAK_WALL wall/drawbridge_down "BRIDGE_PIECE_13" 1120 4320
ADD ENTITY WEAK_WALL wall/drawbridge_down "BRIDGE_PIECE_14" 1184 4320
ADD ENTITY KEY_ITEM item/drawbridge_anchor "BACKGROUND_CHAIN" 467 4280
SET BACKGROUND_CHAIN PROPERTY START_X 467
SET BACKGROUND_CHAIN PROPERTY START_Y 4280
SET BACKGROUND_CHAIN PROPERTY END_X 1248
SET BACKGROUND_CHAIN PROPERTY MENTAL -1
