RESET_CAMERA
SET SLIME_CONTAINER HEALTH 0
ACTIVATE_REQUIRED MINE_DOOR_SWITCH
ACTIVATE_OBJECTIVE Mine-Basement
SET BOSS_GRID_1 PROPERTY MAX_THINKTIME 45
SET BOSS_GRID_2 PROPERTY MAX_THINKTIME 45
SET BOSS_GRID_3 PROPERTY MAX_THINKTIME 45
SET BOSS_GRID_4 PROPERTY MAX_THINKTIME 45
SET BOSS_GRID_5 PROPERTY MAX_THINKTIME 45
SET BOSS_GRID_6 PROPERTY MAX_THINKTIME 45
SET BOSS_GRID_7 PROPERTY MAX_THINKTIME 45
SET BOSS_GRID_8 PROPERTY MAX_THINKTIME 45
SET BOSS_GRID_9 PROPERTY MAX_THINKTIME 45
SET BOSS_GRID_10 PROPERTY MAX_THINKTIME 45
SET BOSS_GRID_11 PROPERTY MAX_THINKTIME 45
ADD_MEDAL kill_armour
