NAME STAND
FRAMES 8
0 300 -4 24
0 6 -4 24
0 300 -4 24
0 6 -4 24
0 300 -4 24
0 6 -4 24
0 6 -4 24
0 6 -4 24
NAME WALK
FRAMES 20
0 7 -4 24
0 7 2 21
0 7 5 22
0 7 2 21
0 7 -4 24
0 7 2 21
0 7 5 22
0 7 2 21
0 7 -4 24
0 7 2 21
0 7 5 22
0 7 2 21
0 7 -4 24
0 7 2 21
0 7 5 22
0 7 2 21
0 7 -4 24
0 7 2 21
0 7 5 22
0 7 2 21
NAME ATTACK_1
FRAMES 4
0 2 -4 24
0 4 -4 24
0 2 -4 24
0 2 -4 24
NAME BLOCK
FRAMES 1
1 30000 26 17
NAME DIE
FRAMES 8
0 7 5 29
0 7 5 29
0 7 5 29
0 7 5 29
0 7 5 29
0 7 5 29
0 7 5 29
0 7 5 29
NAME CUSTOM_1
FRAMES 1
0 300 -4 24
