gfx/boss/centurion_boss/centurion_boss_walk00.png 0 22 38 89
gfx/boss/centurion_boss/centurion_boss_walk01.png 0 22 38 89
gfx/boss/centurion_boss/centurion_boss_walk02.png 0 22 38 89
gfx/boss/centurion_boss/centurion_boss_walk03.png 0 22 38 89
gfx/boss/centurion_boss/centurion_boss_walk04.png 0 22 38 89
gfx/boss/centurion_boss/centurion_boss_walk05.png 0 22 38 89
gfx/boss/centurion_boss/centurion_boss_attack00.png 0 22 38 89
gfx/boss/centurion_boss/centurion_boss_attack01.png 0 22 38 89
gfx/boss/centurion_boss/centurion_boss_attack02.png 0 22 38 89
gfx/boss/centurion_boss/centurion_boss_attack03.png 0 22 38 89
gfx/boss/centurion_boss/centurion_boss_attack04.png 0 22 38 89
