NAME LANCE_APPEAR
FRAMES 22
0 2 12 -1
1 2 12 -1
2 2 12 -1
3 2 12 -1
4 2 12 -1
5 2 12 -1
6 2 12 -1
7 2 12 -1
8 2 12 -1
9 2 12 -1
10 2 12 -1
11 2 12 -1
12 2 12 -1
13 2 12 -1
14 2 12 -1
15 2 12 -1
16 2 12 -1
17 2 12 -1
18 2 12 -1
19 2 12 -1
20 2 12 -1
21 2 12 -1
NAME CREATE_LANCE
FRAMES 1
21 30000 12 -1
NAME STAND
FRAMES 4
22 12 7 52
22 12 7 53
22 12 7 54
22 12 7 53
NAME FLY
FRAMES 4
22 8 7 54
22 8 7 53
22 8 7 52
22 8 7 53
NAME WEAPON_REMOVE
FRAMES 1
22 30000 7 64
NAME LANCE_THROW_READY
FRAMES 4
23 8 44 -13
23 8 44 -14
23 8 44 -15
23 8 44 -14
NAME LANCE_THROW
FRAMES 4
24 30000 44 6
24 30000 44 5
24 30000 44 4
24 30000 44 5
NAME LANCE_IN_GROUND
FRAMES 1
25 30000 0 0
NAME DROP_ATTACK
FRAMES 1
26 30000 31 0
