MAP_NAME MAP02
ADD_ENTITY
{
TYPE SCRIPT_LINE_DEF
NAME common/line_def
X 3460
Y 5248
START_X 3460
START_Y 5248
END_X 3460
END_Y 5312
MAX_THINKTIME 30
THINKTIME 30
HEALTH -1
DAMAGE 0
SPEED 2.00
WEIGHT 1.00
OBJECTIVE_NAME mine_secret
REQUIRES BORGAN_COMPLETE
ACTIVE FALSE
FACE LEFT
}

MAP_NAME MAP08
MODIFY_OBJECTIVE "Repair Generators" "GENERATOR_REPAIR_LIFT"
REMOVE_ENTITY null 8913 17695
REMOVE_ENTITY null 10592 19136
REMOVE_ENTITY null 8913 17695
ADD_ENTITY
{
TYPE ACTION_POINT
NAME common/action_point
X 10607
Y 18659
START_X 10607
START_Y 18659
END_X 10607
END_Y 18659
MAX_THINKTIME 0
THINKTIME 0
HEALTH 0
DAMAGE 0
SPEED 0.00
WEIGHT 1.00
OBJECTIVE_NAME 
REQUIRES incomplete
ACTIVE TRUE
FACE LEFT
}

{
TYPE AUTO_LIFT
NAME lift/mine_lift
X 10592
Y 19136
START_X 10592
START_Y 19136
END_X 10592
END_Y 18720
MAX_THINKTIME 60
THINKTIME 0
HEALTH 0
DAMAGE 0
SPEED 2.00
WEIGHT 1.00
OBJECTIVE_NAME 
REQUIRES GENERATOR_ACTIVE_TRIGGER
ACTIVE FALSE
FACE LEFT
}

{
TYPE LEVEL_EXIT
NAME map09
X 8906
Y 17712
START_X 8906
START_Y 17712
END_X 8906
END_Y 17712
MAX_THINKTIME 60
THINKTIME 60
HEALTH 0
DAMAGE 0
SPEED 0.00
WEIGHT 1.00
OBJECTIVE_NAME Fortress-Basement
REQUIRES Fortress Ground Floor 
ACTIVE TRUE
FACE RIGHT
}

{
TYPE TRIGGER
TRIGGER_NAME GENERATOR_REPAIR_LIFT
TRIGGER_COUNT 0
TRIGGER_TOTAL 1
TRIGGER_TYPE RUN_SCRIPT
TRIGGER_TARGET power_generators_fixed
}
