gfx/boss/sewer_boss/sewer_boss_stand00.png 0 0 179 432
gfx/boss/sewer_boss/sewer_boss_stand01.png 0 0 179 432
gfx/boss/sewer_boss/sewer_boss_attack00.png 0 0 179 432
gfx/boss/sewer_boss/sewer_boss_attack01.png 0 0 179 432
gfx/boss/sewer_boss/sewer_boss_attack02.png 0 0 179 432
gfx/boss/sewer_boss/sewer_boss_attack03.png 0 0 179 432
gfx/boss/sewer_boss/sewer_boss_mouth_open00.png 0 0 179 432
gfx/boss/sewer_boss/sewer_boss_punch00.png 0 0 179 432
gfx/boss/sewer_boss/sewer_boss_stand_water00.png 0 0 179 432
gfx/boss/sewer_boss/sewer_boss_stand_water01.png 0 0 179 432
gfx/boss/sewer_boss/sewer_boss_attack_water00.png 0 0 179 432
gfx/boss/sewer_boss/sewer_boss_attack_water01.png 0 0 179 432
gfx/boss/sewer_boss/sewer_boss_attack_water02.png 0 0 179 432
gfx/boss/sewer_boss/sewer_boss_attack_water03.png 0 0 179 432
gfx/boss/sewer_boss/sewer_boss_mouth_open_water00.png 0 0 179 432
gfx/boss/sewer_boss/sewer_boss_punch_water00.png 0 0 179 432
