NAME STAND
FRAMES 8
0 300 23 10
0 6 23 10
0 300 23 10
0 6 23 10
0 300 23 10
0 6 23 10
0 6 23 10
0 6 23 10
NAME WALK
FRAMES 20
0 7 23 10
0 7 21 10
0 7 19 9
0 7 21 10
0 7 23 10
0 7 21 10
0 7 19 9
0 7 21 10
0 7 23 10
0 7 21 10
0 7 19 9
0 7 21 10
0 7 23 10
0 7 21 10
0 7 19 9
0 7 21 10
0 7 23 10
0 7 21 10
0 7 19 9
0 7 21 10
NAME ATTACK_1
FRAMES 4
1 2 11 -2
2 4 26 1
3 2 26 1
4 2 26 1
NAME BLOCK
FRAMES 1
0 30000 0 0
NAME DIE
FRAMES 8
0 7 19 19
0 7 19 19
0 7 19 19
0 7 19 19
0 7 19 19
0 7 19 19
0 7 19 19
0 7 19 19
NAME CUSTOM_1
FRAMES 1
0 300 23 10
NAME SAD
FRAMES 8
0 300 23 10
0 6 23 10
0 300 23 10
0 6 23 10
0 300 23 10
0 6 23 10
0 6 23 10
0 6 23 10
NAME STICK_IN_CHAOS
FRAMES 1
5 30000 31 122
NAME STICK_IN_CHAOS_DIE
FRAMES 1
5 30000 31 147
