MAP_NAME map06
UPDATE_ENTITY_BY_XY 352 4320 OBJECTIVE_NAME BRIDGE_PIECE_1
UPDATE_ENTITY_BY_XY 416 4320 OBJECTIVE_NAME BRIDGE_PIECE_2
UPDATE_ENTITY_BY_XY 480 4320 OBJECTIVE_NAME BRIDGE_PIECE_3
UPDATE_ENTITY_BY_XY 544 4320 OBJECTIVE_NAME BRIDGE_PIECE_4
UPDATE_ENTITY_BY_XY 608 4320 OBJECTIVE_NAME BRIDGE_PIECE_5
UPDATE_ENTITY_BY_XY 672 4320 OBJECTIVE_NAME BRIDGE_PIECE_6
UPDATE_ENTITY_BY_XY 736 4320 OBJECTIVE_NAME BRIDGE_PIECE_7
UPDATE_ENTITY_BY_XY 800 4320 OBJECTIVE_NAME BRIDGE_PIECE_8
UPDATE_ENTITY_BY_XY 864 4320 OBJECTIVE_NAME BRIDGE_PIECE_9
UPDATE_ENTITY_BY_XY 928 4320 OBJECTIVE_NAME BRIDGE_PIECE_10
UPDATE_ENTITY_BY_XY 992 4320 OBJECTIVE_NAME BRIDGE_PIECE_11
UPDATE_ENTITY_BY_XY 1056 4320 OBJECTIVE_NAME BRIDGE_PIECE_12
UPDATE_ENTITY_BY_XY 1120 4320 OBJECTIVE_NAME BRIDGE_PIECE_13
UPDATE_ENTITY_BY_XY 1184 4320 OBJECTIVE_NAME BRIDGE_PIECE_14
UPDATE_ENTITY BRIDGE_PIECE_1 START_X 352
UPDATE_ENTITY BRIDGE_PIECE_1 START_Y 4320
UPDATE_ENTITY BRIDGE_PIECE_1 REQUIRES boss/gargoyle_lance_2
UPDATE_ENTITY BRIDGE_PIECE_1 MENTAL -1
UPDATE_ENTITY BRIDGE_PIECE_1 MAX_THINKTIME 300
UPDATE_ENTITY BRIDGE_PIECE_1 HEALTH 1
UPDATE_ENTITY BRIDGE_PIECE_1 MAX_HEALTH 1
UPDATE_ENTITY BRIDGE_PIECE_2 REQUIRES boss/gargoyle_lance_2
UPDATE_ENTITY BRIDGE_PIECE_2 MENTAL -1
UPDATE_ENTITY BRIDGE_PIECE_2 MAX_THINKTIME 300
UPDATE_ENTITY BRIDGE_PIECE_2 HEALTH 1
UPDATE_ENTITY BRIDGE_PIECE_2 MAX_HEALTH 1
UPDATE_ENTITY BRIDGE_PIECE_2 START_X 416
UPDATE_ENTITY BRIDGE_PIECE_2 START_Y 4320
UPDATE_ENTITY BRIDGE_PIECE_3 REQUIRES boss/gargoyle_lance_2
UPDATE_ENTITY BRIDGE_PIECE_3 MENTAL -1
UPDATE_ENTITY BRIDGE_PIECE_3 MAX_THINKTIME 300
UPDATE_ENTITY BRIDGE_PIECE_3 HEALTH 1
UPDATE_ENTITY BRIDGE_PIECE_3 MAX_HEALTH 1
