gfx/item/high_striker/high_striker00.png 21 166 34 20
gfx/item/high_striker/high_striker01.png 21 174 34 12
gfx/item/high_striker/high_striker02.png 21 174 34 12
gfx/item/high_striker/high_striker03.png 21 174 34 12
gfx/item/high_striker/high_striker04.png 21 174 34 12
gfx/item/high_striker/high_striker05.png 21 174 34 12
gfx/item/high_striker/high_striker06.png 21 174 34 12
gfx/item/high_striker/high_striker07.png 21 174 34 12
gfx/item/high_striker/high_striker08.png 21 174 34 12
gfx/item/high_striker/high_striker09.png 21 174 34 12
gfx/item/high_striker/high_striker10.png 21 174 34 12
gfx/item/high_striker/high_striker11.png 21 174 34 12
gfx/item/high_striker/high_striker12.png 21 174 34 12
gfx/item/high_striker/high_striker13.png 21 174 34 12
gfx/item/high_striker/high_striker14.png 21 174 34 12
