gfx/enemy/giant_snowball/giant_snowball0001.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0002.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0003.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0004.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0005.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0006.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0007.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0008.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0009.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0010.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0011.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0012.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0013.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0014.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0015.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0016.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0017.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0018.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0019.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0020.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0021.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0022.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0023.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0024.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0025.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0026.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0027.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0028.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0029.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0030.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0031.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0032.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0033.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0034.png 8 8 48 48
gfx/enemy/giant_snowball/giant_snowball0035.png 8 8 48 48
