NAME STAND
FRAMES 8
0 300 -8 27
0 6 -8 27
0 300 -8 27
0 6 -8 27
0 300 -8 27
0 6 -8 27
0 6 -8 27
0 6 -8 27
NAME WALK
FRAMES 20
0 7 -8 27
0 7 -2 24
0 7 1 25
0 7 -2 24
0 7 -8 27
0 7 -2 24
0 7 1 25
0 7 -2 24
0 7 -8 27
0 7 -2 24
0 7 1 25
0 7 -2 24
0 7 -8 27
0 7 -2 24
0 7 1 25
0 7 -2 24
0 7 -8 27
0 7 -2 24
0 7 1 25
0 7 -2 24
NAME ATTACK_1
FRAMES 4
0 2 -8 27
0 4 -8 27
0 2 -8 27
0 2 -8 27
NAME BLOCK
FRAMES 1
1 300 26 17
NAME DIE
FRAMES 8
0 7 1 32
0 7 1 32
0 7 1 32
0 7 1 32
0 7 1 32
0 7 1 32
0 7 1 32
0 7 1 32
