NAME STAND
FRAMES 8
0 15 0 0
1 15 0 0
2 15 0 0
3 15 0 0
4 15 0 0
1 15 0 0
2 15 0 0
3 15 0 0
NAME WALK
FRAMES 8
5 15 0 0
6 15 0 0
7 15 0 0
8 15 0 0
9 15 0 0
6 15 0 0
7 15 0 0
8 15 0 0
NAME JUMP
FRAMES 8
10 15 0 0
11 15 0 0
12 15 0 0
13 15 0 0
14 15 0 0
11 15 0 0
12 15 0 0
13 15 0 0
NAME CUSTOM_1
FRAMES 4
15 4 0 0
16 4 0 0
17 4 0 0
18 4 0 0
NAME CUSTOM_2
FRAMES 4
20 4 0 0
21 4 0 0
22 4 0 0
23 4 0 0
NAME CUSTOM_3
FRAMES 4
25 4 0 0
26 4 0 0
27 4 0 0
28 4 0 0
NAME CUSTOM_4
FRAMES 1
19 600000 0 0
NAME ATTACK_1
FRAMES 4
30 4 82 19
31 4 82 19
32 4 82 19
33 4 82 19
NAME ATTACK_2
FRAMES 2
34 8 0 0
19 8 0 0
