NAME STAND
FRAMES 2
0 120 0 0
1 8 0 0
NAME WALK
FRAMES 8
2 2 0 0
3 2 0 0
4 2 0 0
5 2 0 0
6 2 0 0
7 2 0 0
8 2 0 0
9 2 0 0
NAME WALK_UP
FRAMES 8
10 2 0 0
11 2 0 0
12 2 0 0
13 2 0 0
14 2 0 0
15 2 0 0
16 2 0 0
17 2 0 0
NAME FIRE_STAND
FRAMES 2
18 120 0 0
19 8 0 0
NAME FIRE_WALK
FRAMES 8
20 2 89 71
21 2 89 71
22 2 89 71
23 2 89 71
24 2 89 71
25 2 89 71
26 2 89 71
27 2 89 71
NAME FIRE_WALK_UP
FRAMES 8
28 2 0 0
29 2 0 0
30 2 0 0
31 2 0 0
32 2 0 0
33 2 0 0
34 2 0 0
35 2 0 0
NAME FIRE_ATTACK
FRAMES 1
37 30000 76 21
NAME FIRE_ATTACK_DOWN
FRAMES 1
38 30000 89 71
NAME FIRE_ATTACK_UP
FRAMES 1
39 30000 89 41
