NAME STAND
FRAMES 41
0 300000 0 0
1 300000 0 0
2 300000 0 0
3 300000 0 0
4 300000 0 0
5 300000 0 0
6 300000 0 0
7 300000 0 0
8 300000 0 0
9 300000 0 0
10 300000 0 0
11 300000 0 0
12 300000 0 0
13 300000 0 0
14 300000 0 0
15 300000 0 0
16 300000 0 0
17 300000 0 0
18 300000 0 0
19 300000 0 0
20 300000 0 0
21 300000 0 0
22 300000 0 0
23 300000 0 0
24 300000 0 0
25 300000 0 0
26 300000 0 0
27 300000 0 0
28 300000 0 0
29 300000 0 0
30 300000 0 0
31 300000 0 0
32 300000 0 0
33 300000 0 0
34 300000 0 0
35 300000 0 0
36 300000 0 0
37 300000 0 0
38 300000 0 0
39 300000 0 0
40 300000 0 0
